rowid,yearstart,yearend,locationabbr,locationdesc,datasource,class,topic,question,data_value_unit,datavaluetypeid,data_value_type,data_value_footnote_symbol,data_value_footnote,stratificationcategory1,stratification1,stratificationcategory2,stratification2,geolocation,classid,topicid,questionid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,data_value,data_value_alt,low_confidence_limit,high_confidence_limit
BRFSS~2022~2022~12~Q41~TCC03~AGE~RACE,2022,2022,FL,Florida,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-81.92896053899966, 28.932040377000476]}",C06,TCC03,Q41,12,AGE,AGE_OVERALL,RACE,NAA,,,,
BRFSS~2022~2022~16~Q31~TCC02~AGE~OVERALL,2022,2022,ID,Idaho,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,Age Group,Overall,,,"{'type': 'Point', 'coordinates': [-114.3637300419997, 43.682630005000476]}",C06,TCC02,Q31,16,AGE,AGE_OVERALL,OVERALL,OVERALL,30.4,30.4,25.2,36.2
BRFSS~2022~2022~04~Q41~TCC03~AGE~SEX,2022,2022,AZ,Arizona,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Male,"{'type': 'Point', 'coordinates': [-111.76381127699972, 34.865970280000454]}",C06,TCC03,Q41,04,AGE,65PLUS,SEX,MALE,15.5,15.5,9.5,24.2
BRFSS~2022~2022~04~Q42~TCC04~AGE~SEX,2022,2022,AZ,Arizona,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-111.76381127699972, 34.865970280000454]}",C06,TCC04,Q42,04,AGE,65PLUS,SEX,FEMALE,34.1,34.1,24.4,45.3
BRFSS~2022~2022~19~Q42~TCC04~AGE~SEX,2022,2022,IA,Iowa,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Sex,Male,"{'type': 'Point', 'coordinates': [-93.81649055599968, 42.46940091300047]}",C06,TCC04,Q42,19,AGE,5064,SEX,MALE,,,,
BRFSS~2022~2022~23~Q30~TCC01~AGE~OVERALL,2022,2022,ME,Maine,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,,,"{'type': 'Point', 'coordinates': [-68.98503133599962, 45.254228894000505]}",C06,TCC01,Q30,23,AGE,AGE_OVERALL,OVERALL,OVERALL,9.9,9.9,8.9,10.9
BRFSS~2022~2022~9002~Q30~TCC01~AGE~RACE,2022,2022,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC01,Q30,9002,AGE,65PLUS,RACE,BLK,9.1,9.1,6.1,13.5
BRFSS~2021~2021~9004~Q31~TCC02~AGE~SEX,2021,2021,WEST,West,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Sex,Male,,C06,TCC02,Q31,9004,AGE,5064,SEX,MALE,39.4,39.4,29.6,50.1
BRFSS~2021~2021~55~Q30~TCC01~AGE~RACE,2021,2021,WI,Wisconsin,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC01,Q30,55,AGE,65PLUS,RACE,WHT,10.8,10.8,9.2,12.7
BRFSS~2021~2021~9004~Q31~TCC02~AGE~SEX,2021,2021,WEST,West,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,Overall,Sex,Female,,C06,TCC02,Q31,9004,AGE,AGE_OVERALL,SEX,FEMALE,29.1,29.1,23.9,35.0
BRFSS~2021~2021~55~Q42~TCC04~AGE~RACE,2021,2021,WI,Wisconsin,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC04,Q42,55,AGE,5064,RACE,BLK,,,,
BRFSS~2021~2021~48~Q42~TCC04~AGE~RACE,2021,2021,TX,Texas,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-99.42677020599967, 31.827240407000488]}",C06,TCC04,Q42,48,AGE,5064,RACE,WHT,49.6,49.6,37.7,61.5
BRFSS~2021~2021~48~Q30~TCC01~AGE~RACE,2021,2021,TX,Texas,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-99.42677020599967, 31.827240407000488]}",C06,TCC01,Q30,48,AGE,AGE_OVERALL,RACE,BLK,13.6,13.6,9.4,19.1
BRFSS~2021~2021~55~Q42~TCC04~AGE~RACE,2021,2021,WI,Wisconsin,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC04,Q42,55,AGE,AGE_OVERALL,RACE,ASN,,,,
BRFSS~2021~2021~9004~Q42~TCC04~AGE~RACE,2021,2021,WEST,West,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC04,Q42,9004,AGE,65PLUS,RACE,BLK,63.1,63.1,13.3,95.0
BRFSS~2021~2021~47~Q42~TCC04~AGE~RACE,2021,2021,TN,Tennessee,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,~,No Data Available,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-85.77449091399967, 35.68094058000048]}",C06,TCC04,Q42,47,AGE,65PLUS,RACE,NAA,,,,
BRFSS~2021~2021~59~Q30~TCC01~AGE~RACE,2021,2021,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC01,Q30,59,AGE,65PLUS,RACE,NAA,19.1,19.1,8.9,36.2
BRFSS~2021~2021~55~Q31~TCC02~AGE~RACE,2021,2021,WI,Wisconsin,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC02,Q31,55,AGE,5064,RACE,WHT,27.1,27.1,17.8,39.0
BRFSS~2021~2021~47~Q41~TCC03~AGE~RACE,2021,2021,TN,Tennessee,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-85.77449091399967, 35.68094058000048]}",C06,TCC03,Q41,47,AGE,5064,RACE,BLK,,,,
BRFSS~2021~2021~55~Q30~TCC01~AGE~OVERALL,2021,2021,WI,Wisconsin,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,50-64 years,,,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC01,Q30,55,AGE,5064,OVERALL,OVERALL,9.9,9.9,8.0,12.3
BRFSS~2021~2021~9004~Q41~TCC03~AGE~RACE,2021,2021,WEST,West,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,Hispanic,,C06,TCC03,Q41,9004,AGE,65PLUS,RACE,HIS,32.2,32.2,15.1,55.9
BRFSS~2021~2021~47~Q30~TCC01~AGE~RACE,2021,2021,TN,Tennessee,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-85.77449091399967, 35.68094058000048]}",C06,TCC01,Q30,47,AGE,65PLUS,RACE,WHT,15.4,15.4,12.8,18.3
BRFSS~2021~2021~48~Q41~TCC03~AGE~RACE,2021,2021,TX,Texas,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-99.42677020599967, 31.827240407000488]}",C06,TCC03,Q41,48,AGE,5064,RACE,BLK,,,,
BRFSS~2021~2021~55~Q31~TCC02~AGE~SEX,2021,2021,WI,Wisconsin,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,Age Group,Overall,Sex,Female,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC02,Q31,55,AGE,AGE_OVERALL,SEX,FEMALE,38.2,38.2,28.7,48.8
BRFSS~2021~2021~9004~Q30~TCC01~AGE~RACE,2021,2021,WEST,West,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC01,Q30,9004,AGE,65PLUS,RACE,ASN,13.5,13.5,9.2,19.4
BRFSS~2021~2021~59~Q31~TCC02~AGE~RACE,2021,2021,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,C06,TCC02,Q31,59,AGE,5064,RACE,WHT,36.9,36.9,33.5,40.5
BRFSS~2021~2021~55~Q41~TCC03~AGE~SEX,2021,2021,WI,Wisconsin,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC03,Q41,55,AGE,65PLUS,SEX,FEMALE,20.0,20.0,12.2,31.0
BRFSS~2021~2021~55~Q30~TCC01~AGE~SEX,2021,2021,WI,Wisconsin,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,Sex,Male,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC01,Q30,55,AGE,AGE_OVERALL,SEX,MALE,11.4,11.4,9.3,13.8
BRFSS~2021~2021~9004~Q42~TCC04~AGE~RACE,2021,2021,WEST,West,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,Overall,Race/Ethnicity,Hispanic,,C06,TCC04,Q42,9004,AGE,AGE_OVERALL,RACE,HIS,45.6,45.6,29.8,62.3
