Year,State_Code,State,Category,Topic,Question,Measure_Type,Unit,Value,CI_Low,CI_High,Stratification_Category,Stratification,Stratification_Category2,Stratification2,Question_Short
2017,GA,Georgia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,43.0,30.1,57.0,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,37.5,30.3,45.2,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,GA,Georgia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,29.8,19.4,42.9,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,8.4,6.6,10.7,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.9,9.9,14.2,Age Group,50-64 years,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,30.4,23.1,38.8,Age Group,65 years or older,,,Percentage of older adults who reported that as a result of subjective cognitive...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.1,8.7,14.1,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,37.7,28.4,48.0,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,44.9,29.6,61.1,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,31.7,24.2,40.2,Age Group,Overall,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,36.1,26.5,47.0,Age Group,50-64 years,,,Percentage of older adults who reported that as a result of subjective cognitive...
2017,GA,Georgia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,36.8,26.1,48.9,Age Group,65 years or older,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,GA,Georgia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,31.4,19.8,45.9,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,7.9,6.3,9.8,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,15.9,12.7,19.8,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.3,6.9,15.0,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
